Country,Age,EdLevel,DevType,OrgSize,RemoteWork,YearsCode,YearsCodePro,NumLanguages,AISearch,AICode,JobSat,ConvertedCompYearly
United States,18-24 years old,Associate's degree,Data/business analyst,10-19,In-person,4,0,3,1,0,8,106900.0
Poland,25-34 years old,Bachelor's degree,DevOps/SRE/platform engineer,100-499,In-person,10,6,5,1,1,7,
Germany,25-34 years old,Master's degree,Back-end developer,"1,000-4,999",Hybrid,6,6,4,1,1,7,88300.0
United States,45-54 years old,Some college,Front-end developer,10-19,In-person,23,20,2,1,0,6,149700.0
India,18-24 years old,Bachelor's degree,Full-stack developer,100-499,Fully remote,3,0,3,1,1,4,21400.0
Germany,25-34 years old,Associate's degree,Back-end developer,100-499,Fully remote,1,0,2,1,0,10,82200.0
United States,25-34 years old,Associate's degree,DevOps/SRE/platform engineer,"10,000 or more",Hybrid,7,6,6,1,1,8,
Germany,18-24 years old,"Professional degree (JD, MD, etc.)",Full-stack developer,"10,000 or more",Fully remote,8,6,4,1,1,4,130300.0
France,18-24 years old,Master's degree,Front-end developer,"1,000-4,999",In-person,2,0,7,1,0,9,58800.0
United Kingdom,25-34 years old,Master's degree,DevOps/SRE/platform engineer,"10,000 or more",Fully remote,7,6,8,1,1,9,100800.0
Canada,25-34 years old,Master's degree,Full-stack developer,"1,000-4,999",Fully remote,2,0,4,1,0,8,
India,25-34 years old,Bachelor's degree,Engineer (other),"10,000 or more",Hybrid,6,6,5,1,1,3,
United States,25-34 years old,Master's degree,Full-stack developer,100-499,Fully remote,7,4,2,1,0,1,128200.0
Australia,35-44 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",DevOps/SRE/platform engineer,500-999,Hybrid,12,10,8,0,0,8,114700.0
Russia,18-24 years old,Master's degree,Back-end developer,"10,000 or more",In-person,2,0,3,1,1,4,28000.0
United Kingdom,25-34 years old,Bachelor's degree,Full-stack developer,"10,000 or more",Hybrid,4,4,4,1,1,9,96300.0
India,55-64 years old,Master's degree,Full-stack developer,Just me,Fully remote,33,29,8,0,1,8,26600.0
United Kingdom,25-34 years old,"Professional degree (JD, MD, etc.)",Desktop/embedded developer,2-9 employees,Hybrid,2,1,6,1,1,6,47800.0
Spain,35-44 years old,Some college,DevOps/SRE/platform engineer,"10,000 or more",Hybrid,11,11,2,1,0,7,
Brazil,25-34 years old,Bachelor's degree,Front-end developer,500-999,In-person,9,5,2,1,0,7,41200.0
Spain,35-44 years old,"Professional degree (JD, MD, etc.)",Mobile developer,"10,000 or more",In-person,9,9,6,0,1,6,73600.0
India,35-44 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",DevOps/SRE/platform engineer,"5,000-9,999",Fully remote,20,17,5,1,1,4,56100.0
Brazil,25-34 years old,Bachelor's degree,Full-stack developer,"5,000-9,999",Hybrid,2,2,7,1,1,10,45700.0
France,55-64 years old,Bachelor's degree,Desktop/embedded developer,100-499,In-person,26,26,2,1,1,8,128200.0
United Kingdom,18-24 years old,Bachelor's degree,Back-end developer,20-99,Hybrid,3,0,2,0,0,4,59500.0
United Kingdom,18-24 years old,Bachelor's degree,Back-end developer,500-999,In-person,8,7,3,1,1,2,97000.0
United Kingdom,35-44 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Full-stack developer,"10,000 or more",Hybrid,18,14,5,1,1,6,
Spain,35-44 years old,Some college,Full-stack developer,"1,000-4,999",Fully remote,11,9,5,1,0,7,74500.0
Ukraine,18-24 years old,Bachelor's degree,Front-end developer,100-499,Hybrid,6,5,3,1,1,10,45700.0
United States,25-34 years old,"Professional degree (JD, MD, etc.)",Full-stack developer,"5,000-9,999",In-person,6,6,1,1,0,4,164500.0
United Kingdom,18-24 years old,Bachelor's degree,Front-end developer,"1,000-4,999",In-person,4,2,5,1,0,6,78800.0
Ukraine,25-34 years old,Master's degree,Mobile developer,"10,000 or more",Hybrid,7,4,1,1,1,4,39200.0
United States,35-44 years old,Bachelor's degree,Full-stack developer,20-99,Fully remote,11,10,3,1,1,2,128000.0
India,25-34 years old,Master's degree,Data scientist/ML engineer,2-9 employees,Hybrid,10,6,1,0,1,7,35800.0
United States,25-34 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Front-end developer,100-499,In-person,4,3,2,1,1,3,145900.0
United States,25-34 years old,Bachelor's degree,Full-stack developer,20-99,In-person,11,10,2,1,1,8,186800.0
Russia,18-24 years old,Master's degree,Data scientist/ML engineer,"10,000 or more",Hybrid,2,0,5,1,0,7,58500.0
Germany,25-34 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Full-stack developer,Just me,Hybrid,13,10,3,1,1,5,
Brazil,35-44 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Full-stack developer,"10,000 or more",In-person,15,12,4,1,0,8,
United States,55-64 years old,Bachelor's degree,Full-stack developer,"10,000 or more",Hybrid,30,29,8,1,1,8,186100.0
United States,45-54 years old,Bachelor's degree,Front-end developer,2-9 employees,Hybrid,25,22,2,0,1,7,152600.0
Russia,18-24 years old,Bachelor's degree,Back-end developer,"10,000 or more",Hybrid,2,0,6,1,1,5,36800.0
United Kingdom,45-54 years old,Bachelor's degree,Back-end developer,100-499,Fully remote,25,23,3,1,1,8,113700.0
United States,35-44 years old,Bachelor's degree,Full-stack developer,"5,000-9,999",Hybrid,8,4,5,0,0,7,
Italy,35-44 years old,Associate's degree,DevOps/SRE/platform engineer,2-9 employees,Fully remote,13,10,8,1,1,7,
Germany,25-34 years old,Master's degree,DevOps/SRE/platform engineer,"10,000 or more",Hybrid,6,2,3,1,1,3,61100.0
Germany,25-34 years old,Bachelor's degree,Front-end developer,500-999,In-person,1,1,7,1,1,4,
Canada,25-34 years old,Master's degree,Full-stack developer,"10,000 or more",Fully remote,6,4,5,1,0,2,83500.0
United States,18-24 years old,Master's degree,Full-stack developer,"1,000-4,999",Hybrid,4,3,5,1,1,5,205700.0
United Kingdom,25-34 years old,Bachelor's degree,DevOps/SRE/platform engineer,100-499,Fully remote,9,7,7,1,1,7,126000.0
Canada,25-34 years old,Bachelor's degree,Full-stack developer,10-19,Hybrid,6,6,5,1,0,6,99400.0
India,25-34 years old,Master's degree,Full-stack developer,10-19,Hybrid,4,3,6,1,1,8,
Brazil,35-44 years old,Associate's degree,Back-end developer,100-499,Fully remote,16,13,3,0,0,6,40700.0
India,25-34 years old,High school/GED,Data scientist/ML engineer,"10,000 or more",In-person,8,5,3,1,1,3,25900.0
Brazil,18-24 years old,Master's degree,Back-end developer,2-9 employees,Hybrid,6,4,3,1,0,8,45600.0
United States,55-64 years old,Some college,Full-stack developer,"10,000 or more",Fully remote,31,30,2,1,1,4,136600.0
Russia,55-64 years old,Master's degree,Desktop/embedded developer,"10,000 or more",Hybrid,29,28,10,1,1,6,87900.0
Spain,35-44 years old,"Professional degree (JD, MD, etc.)",Front-end developer,100-499,Fully remote,13,9,4,1,1,7,109400.0
United States,65 years or older,Bachelor's degree,Desktop/embedded developer,20-99,Hybrid,33,33,3,1,1,7,262000.0
Ukraine,25-34 years old,Master's degree,Full-stack developer,"10,000 or more",Hybrid,6,3,3,1,1,5,30600.0
United Kingdom,55-64 years old,Bachelor's degree,Data scientist/ML engineer,10-19,Hybrid,29,27,4,1,1,7,132600.0
Brazil,18-24 years old,Master's degree,Back-end developer,20-99,Hybrid,3,2,6,1,1,2,68500.0
Australia,25-34 years old,Master's degree,Front-end developer,2-9 employees,In-person,10,7,3,0,1,4,79300.0
United States,25-34 years old,High school/GED,Front-end developer,"10,000 or more",Hybrid,7,5,3,1,1,7,115400.0
United States,25-34 years old,Bachelor's degree,Full-stack developer,500-999,In-person,8,5,3,1,0,1,116400.0
India,25-34 years old,Master's degree,Full-stack developer,20-99,In-person,7,5,4,1,1,4,34500.0
Germany,35-44 years old,Less than high school,Full-stack developer,20-99,In-person,13,10,2,1,1,7,121700.0
India,35-44 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Back-end developer,100-499,Hybrid,13,9,2,1,1,5,48300.0
Germany,35-44 years old,Bachelor's degree,Back-end developer,2-9 employees,Hybrid,7,7,6,1,1,9,99700.0
United States,25-34 years old,Bachelor's degree,Data scientist/ML engineer,"10,000 or more",Hybrid,6,3,4,1,1,6,161700.0
France,35-44 years old,Associate's degree,Full-stack developer,100-499,Hybrid,13,13,1,1,0,8,45200.0
United States,35-44 years old,Bachelor's degree,Mobile developer,"1,000-4,999",In-person,13,10,7,1,1,9,144600.0
India,25-34 years old,Master's degree,Full-stack developer,20-99,Hybrid,5,4,3,1,1,6,30100.0
United States,35-44 years old,Bachelor's degree,Back-end developer,100-499,In-person,17,13,2,1,1,8,161500.0
Brazil,25-34 years old,Master's degree,Full-stack developer,20-99,Hybrid,11,7,4,1,1,9,42400.0
Russia,25-34 years old,Master's degree,Front-end developer,"5,000-9,999",In-person,2,2,4,0,0,5,38500.0
United States,45-54 years old,Bachelor's degree,Desktop/embedded developer,"5,000-9,999",Hybrid,24,23,5,1,1,9,170600.0
Netherlands,25-34 years old,Bachelor's degree,Mobile developer,10-19,Hybrid,10,8,4,1,0,9,97600.0
Russia,25-34 years old,Some college,Back-end developer,2-9 employees,Hybrid,6,2,3,1,0,2,34900.0
Sweden,45-54 years old,High school/GED,Full-stack developer,"10,000 or more",In-person,19,18,7,0,0,7,104300.0
Canada,35-44 years old,High school/GED,Data scientist/ML engineer,2-9 employees,Hybrid,17,16,2,1,1,3,98800.0
India,18-24 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Desktop/embedded developer,100-499,Hybrid,1,1,8,1,1,9,24900.0
India,25-34 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Mobile developer,100-499,Fully remote,1,0,5,1,1,5,32700.0
India,18-24 years old,Some college,Full-stack developer,20-99,In-person,1,0,8,1,1,6,15800.0
Canada,35-44 years old,Bachelor's degree,Desktop/embedded developer,500-999,Fully remote,13,11,6,1,1,10,93200.0
Germany,25-34 years old,Some college,Full-stack developer,100-499,Hybrid,2,2,9,1,1,7,81000.0
France,18-24 years old,Master's degree,Back-end developer,100-499,In-person,0,0,4,1,1,10,72700.0
United States,55-64 years old,Bachelor's degree,Full-stack developer,20-99,In-person,29,28,7,1,1,7,
United States,25-34 years old,Bachelor's degree,Front-end developer,"10,000 or more",In-person,11,9,4,1,1,10,140300.0
Italy,25-34 years old,Bachelor's degree,Front-end developer,2-9 employees,Hybrid,7,4,1,1,1,10,67900.0
Italy,25-34 years old,Master's degree,Full-stack developer,100-499,In-person,12,8,3,1,1,1,75100.0
Poland,35-44 years old,Bachelor's degree,Back-end developer,20-99,Hybrid,16,16,4,0,1,6,79500.0
India,18-24 years old,Some college,Back-end developer,"10,000 or more",In-person,8,6,6,1,0,10,39800.0
Sweden,25-34 years old,High school/GED,Full-stack developer,20-99,Hybrid,8,6,1,1,1,9,69200.0
United States,35-44 years old,Bachelor's degree,Full-stack developer,"5,000-9,999",Fully remote,7,6,8,1,0,5,148600.0
Brazil,25-34 years old,"Professional degree (JD, MD, etc.)",Back-end developer,500-999,Hybrid,10,6,3,1,1,9,
United States,25-34 years old,Bachelor's degree,Data scientist/ML engineer,"10,000 or more",Hybrid,8,8,3,1,1,4,195800.0
France,25-34 years old,Associate's degree,Back-end developer,500-999,In-person,8,5,3,1,1,10,70600.0
Poland,18-24 years old,"Professional degree (JD, MD, etc.)",Back-end developer,500-999,In-person,8,7,3,1,1,3,70700.0
Spain,25-34 years old,Some college,Data/business analyst,"5,000-9,999",Hybrid,8,8,5,0,1,10,69500.0
Brazil,25-34 years old,High school/GED,Full-stack developer,500-999,Fully remote,7,7,2,0,1,3,33000.0
Ukraine,25-34 years old,Master's degree,Data scientist/ML engineer,"10,000 or more",In-person,10,8,5,1,1,5,
United Kingdom,18-24 years old,Master's degree,Back-end developer,2-9 employees,Hybrid,7,3,2,1,1,7,71700.0
France,45-54 years old,Bachelor's degree,Data/business analyst,100-499,Fully remote,16,13,4,1,0,4,133300.0
India,65 years or older,Master's degree,Back-end developer,"5,000-9,999",Fully remote,38,34,5,1,1,6,42200.0
United States,35-44 years old,Master's degree,Desktop/embedded developer,"10,000 or more",Fully remote,18,16,3,1,1,4,247600.0
Poland,45-54 years old,High school/GED,Full-stack developer,"10,000 or more",Fully remote,21,18,3,1,1,7,44400.0
Spain,25-34 years old,Master's degree,Mobile developer,500-999,In-person,7,4,4,1,0,7,70600.0
United States,55-64 years old,Master's degree,Back-end developer,"10,000 or more",Fully remote,26,25,5,1,1,5,255900.0
United States,25-34 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Front-end developer,10-19,Fully remote,13,10,6,0,0,5,179200.0
United States,55-64 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Full-stack developer,10-19,Hybrid,33,33,4,1,1,8,227600.0
Russia,65 years or older,Bachelor's degree,Data/business analyst,2-9 employees,In-person,36,32,3,1,1,3,
India,35-44 years old,Bachelor's degree,Desktop/embedded developer,"10,000 or more",Hybrid,16,12,3,0,1,7,24300.0
United States,65 years or older,Some college,Full-stack developer,20-99,In-person,34,33,5,0,1,5,110800.0
United States,35-44 years old,High school/GED,Full-stack developer,"5,000-9,999",Hybrid,17,14,7,1,1,6,149600.0
India,25-34 years old,Bachelor's degree,Back-end developer,2-9 employees,Fully remote,9,7,6,0,1,9,35900.0
Brazil,25-34 years old,Master's degree,Full-stack developer,20-99,Hybrid,7,7,3,1,1,10,
Sweden,35-44 years old,Bachelor's degree,Back-end developer,"1,000-4,999",Fully remote,14,13,7,1,1,4,81700.0
India,18-24 years old,Bachelor's degree,Security professional,100-499,Hybrid,13,10,2,1,1,2,27400.0
United States,35-44 years old,Master's degree,Front-end developer,20-99,Hybrid,11,9,5,1,1,4,161700.0
Russia,65 years or older,Master's degree,Mobile developer,100-499,Fully remote,33,30,7,0,0,9,
Spain,25-34 years old,Master's degree,Back-end developer,2-9 employees,Hybrid,5,4,2,1,1,9,
India,35-44 years old,High school/GED,Data scientist/ML engineer,100-499,Fully remote,9,7,4,1,1,5,
United States,45-54 years old,Master's degree,Back-end developer,2-9 employees,Hybrid,18,16,4,1,1,6,214400.0
Italy,55-64 years old,"Professional degree (JD, MD, etc.)",Back-end developer,"1,000-4,999",Hybrid,27,25,4,1,1,8,93900.0
France,55-64 years old,High school/GED,Back-end developer,10-19,Fully remote,27,25,8,1,0,6,104300.0
Ukraine,25-34 years old,Bachelor's degree,Back-end developer,100-499,Hybrid,5,2,2,1,1,9,40800.0
India,55-64 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Engineer (other),10-19,Hybrid,32,30,4,0,1,9,33200.0
France,35-44 years old,Bachelor's degree,Back-end developer,100-499,Hybrid,13,10,4,1,0,6,100000.0
France,25-34 years old,Bachelor's degree,DevOps/SRE/platform engineer,20-99,Fully remote,6,4,8,1,1,10,72900.0
Spain,25-34 years old,Some college,Desktop/embedded developer,"5,000-9,999",Fully remote,10,8,6,1,0,8,76300.0
Italy,35-44 years old,Bachelor's degree,Back-end developer,"1,000-4,999",Hybrid,11,10,5,0,1,8,51800.0
United States,25-34 years old,Bachelor's degree,Back-end developer,"10,000 or more",In-person,7,4,3,1,0,10,128200.0
Canada,35-44 years old,Some college,Back-end developer,"10,000 or more",Hybrid,16,13,4,1,1,6,141100.0
India,35-44 years old,Bachelor's degree,Full-stack developer,"1,000-4,999",Fully remote,10,6,4,1,1,2,24500.0
Australia,25-34 years old,Some college,Data scientist/ML engineer,"5,000-9,999",In-person,1,0,5,1,1,10,69900.0
Poland,35-44 years old,Master's degree,Mobile developer,"1,000-4,999",Hybrid,16,13,5,1,1,10,
Russia,35-44 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Full-stack developer,"1,000-4,999",In-person,14,13,6,0,1,10,44300.0
India,25-34 years old,Bachelor's degree,Mobile developer,500-999,Fully remote,12,11,6,1,1,7,51600.0
United States,18-24 years old,Master's degree,Full-stack developer,20-99,Hybrid,3,2,3,1,1,4,125600.0
United States,18-24 years old,Bachelor's degree,Front-end developer,20-99,Hybrid,4,4,1,1,1,4,132700.0
India,25-34 years old,Some college,Back-end developer,500-999,In-person,7,4,1,0,1,7,41000.0
India,45-54 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Full-stack developer,"1,000-4,999",Hybrid,22,21,10,1,1,8,28400.0
Ukraine,25-34 years old,Some college,Full-stack developer,100-499,Hybrid,10,10,7,0,1,7,
Germany,35-44 years old,Some college,Back-end developer,10-19,Hybrid,6,6,3,1,0,6,92800.0
United Kingdom,25-34 years old,Bachelor's degree,Full-stack developer,100-499,Hybrid,8,6,1,1,1,10,138600.0
Russia,25-34 years old,Master's degree,Full-stack developer,"10,000 or more",Hybrid,13,11,5,1,1,8,
Russia,45-54 years old,Bachelor's degree,Full-stack developer,20-99,Fully remote,24,21,4,1,1,6,34900.0
United Kingdom,35-44 years old,Associate's degree,Full-stack developer,"1,000-4,999",Hybrid,19,17,3,1,1,8,
United States,18-24 years old,Master's degree,Full-stack developer,"10,000 or more",In-person,3,0,2,1,0,8,211300.0
India,25-34 years old,Bachelor's degree,Front-end developer,100-499,Fully remote,5,5,3,1,1,6,24500.0
Germany,18-24 years old,Associate's degree,DevOps/SRE/platform engineer,"10,000 or more",Hybrid,2,2,5,1,1,7,107200.0
Poland,25-34 years old,Bachelor's degree,Full-stack developer,"10,000 or more",In-person,3,0,7,1,1,8,56600.0
Brazil,35-44 years old,Associate's degree,Full-stack developer,20-99,In-person,10,8,3,0,1,8,49400.0
France,18-24 years old,Bachelor's degree,Data scientist/ML engineer,2-9 employees,Hybrid,2,0,5,1,1,4,
Russia,25-34 years old,Master's degree,Full-stack developer,10-19,In-person,10,7,2,1,1,7,59300.0
Netherlands,25-34 years old,Master's degree,Data scientist/ML engineer,20-99,Fully remote,12,8,4,0,0,5,115400.0
Italy,45-54 years old,Associate's degree,Full-stack developer,"10,000 or more",Hybrid,23,21,3,0,0,9,60300.0
Russia,65 years or older,Some college,Full-stack developer,20-99,Fully remote,38,37,6,1,1,7,39800.0
United States,18-24 years old,High school/GED,Full-stack developer,"10,000 or more",Fully remote,3,1,5,1,1,8,113000.0
United States,35-44 years old,Associate's degree,Full-stack developer,10-19,Hybrid,20,16,3,1,1,2,190200.0
India,25-34 years old,High school/GED,Data scientist/ML engineer,"10,000 or more",Hybrid,5,5,5,0,1,6,28700.0
Canada,25-34 years old,Bachelor's degree,Full-stack developer,20-99,Hybrid,5,5,3,1,1,4,133700.0
France,35-44 years old,Some college,Security professional,"1,000-4,999",Fully remote,11,11,4,1,0,6,75500.0
India,45-54 years old,Bachelor's degree,Back-end developer,2-9 employees,Hybrid,24,22,5,0,1,8,53500.0
Spain,55-64 years old,Bachelor's degree,Mobile developer,20-99,In-person,27,27,3,1,1,10,126200.0
India,35-44 years old,Some college,Full-stack developer,20-99,Hybrid,19,15,1,1,1,9,36800.0
Ukraine,25-34 years old,Bachelor's degree,Full-stack developer,Just me,Hybrid,6,2,5,1,1,3,29100.0
Germany,35-44 years old,Associate's degree,Front-end developer,10-19,In-person,11,9,6,1,1,5,100300.0
United States,25-34 years old,Master's degree,Full-stack developer,500-999,Hybrid,8,7,5,0,1,8,
United States,35-44 years old,Bachelor's degree,Data scientist/ML engineer,100-499,In-person,14,12,4,1,0,4,266300.0
United States,25-34 years old,Some college,Back-end developer,"1,000-4,999",Fully remote,4,4,4,0,1,2,81700.0
United States,35-44 years old,Bachelor's degree,Desktop/embedded developer,"1,000-4,999",In-person,17,15,3,1,0,10,128000.0
